t x y
0 3 2
0.01 3.02 2.015
0.02 3.04 2.03
0.03 3.06 2.045
0.04 3.08 2.06
0.05 3.1 2.075
0.06 3.12 2.09
0.07 3.14 2.105
0.08 3.16 2.12
0.09 3.18 2.135
0.1 3.2 2.15
0.11 3.22 2.165
0.12 3.24 2.18
0.13 3.26 2.195
0.14 3.28 2.21
0.15 3.3 2.225
0.16 3.32 2.24
0.17 3.34 2.255
0.18 3.36 2.27
0.19 3.38 2.285
0.2 3.4 2.3
0.21 3.42 2.315
0.22 3.44 2.33
0.23 3.46 2.345
0.24 3.48 2.36
0.25 3.5 2.375
0.26 3.52 2.39
0.27 3.54 2.405
0.28 3.56 2.42
0.29 3.58 2.435
0.3 3.6 2.45
0.31 3.62 2.465
0.32 3.64 2.48
0.33 3.66 2.495
0.34 3.68 2.51
0.35 3.7 2.525
0.36 3.72 2.54
0.37 3.74 2.555
0.38 3.76 2.57
0.39 3.78 2.585
0.4 3.8 2.6
0.41 3.82 2.615
0.42 3.84 2.63
0.43 3.86 2.645
0.44 3.88 2.66
0.45 3.9 2.675
0.46 3.92 2.69
0.47 3.94 2.705
0.48 3.96 2.72
0.49 3.98 2.735
0.5 4 2.75
0.51 4.02 2.765
0.52 4.04 2.78
0.53 4.06 2.795
0.54 4.08 2.81
0.55 4.1 2.825
0.56 4.12 2.84
0.57 4.14 2.855
0.58 4.16 2.87
0.59 4.18 2.885
0.6 4.2 2.9
0.61 4.22 2.915
0.62 4.24 2.93
0.63 4.26 2.945
0.64 4.28 2.96
0.65 4.3 2.975
0.66 4.32 2.99
0.67 4.34 3.005
0.68 4.36 3.02
0.69 4.38 3.035
0.7 4.4 3.05
0.71 4.42 3.065
0.72 4.44 3.08
0.73 4.46 3.095
0.74 4.48 3.11
0.75 4.5 3.125
0.76 4.52 3.14
0.77 4.54 3.155
0.78 4.56 3.17
0.79 4.58 3.185
0.8 4.6 3.2
0.81 4.62 3.215
0.82 4.64 3.23
0.83 4.66 3.245
0.84 4.68 3.26
0.85 4.7 3.275
0.86 4.72 3.29
0.87 4.74 3.305
0.88 4.76 3.32
0.89 4.78 3.335
0.9 4.8 3.35
0.91 4.82 3.365
0.92 4.84 3.38
0.93 4.86 3.395
0.94 4.88 3.41
0.95 4.9 3.425
0.96 4.92 3.44
0.97 4.94 3.455
0.98 4.96 3.47
0.99 4.98 3.485
1 5 3.5
1.01 5.02 3.515
1.02 5.04 3.53
1.03 5.06 3.545
1.04 5.08 3.56
1.05 5.1 3.575
1.06 5.12 3.59
1.07 5.14 3.605
1.08 5.16 3.62
1.09 5.18 3.635
1.1 5.2 3.65
1.11 5.22 3.665
1.12 5.24 3.68
1.13 5.26 3.695
1.14 5.28 3.71
1.15 5.3 3.725
1.16 5.32 3.74
1.17 5.34 3.755
1.18 5.36 3.77
1.19 5.38 3.785
1.2 5.4 3.8
1.21 5.42 3.815
1.22 5.44 3.83
1.23 5.46 3.845
1.24 5.48 3.86
1.25 5.5 3.875
1.26 5.52 3.89
1.27 5.54 3.905
1.28 5.56 3.92
1.29 5.58 3.935
1.3 5.6 3.95
1.31 5.62 3.965
1.32 5.64 3.98
1.33 5.66 3.995
1.34 5.68 4.01
1.35 5.7 4.025
1.36 5.72 4.04
1.37 5.74 4.055
1.38 5.76 4.07
1.39 5.78 4.085
1.4 5.8 4.1
1.41 5.82 4.115
1.42 5.84 4.13
1.43 5.86 4.145
1.44 5.88 4.16
1.45 5.9 4.175
1.46 5.92 4.19
1.47 5.94 4.205
1.48 5.96 4.22
1.49 5.98 4.235
1.5 6 4.25
1.51 6.02 4.265
1.52 6.04 4.28
1.53 6.06 4.295
1.54 6.08 4.31
1.55 6.1 4.325
1.56 6.12 4.34
1.57 6.14 4.355
1.58 6.16 4.37
1.59 6.18 4.385
1.6 6.2 4.4
1.61 6.22 4.415
1.62 6.24 4.43
1.63 6.26 4.445
1.64 6.28 4.46
1.65 6.3 4.475
1.66 6.32 4.49
1.67 6.34 4.505
1.68 6.36 4.52
1.69 6.38 4.535
1.7 6.4 4.55
1.71 6.42 4.565
1.72 6.44 4.58
1.73 6.46 4.595
1.74 6.48 4.61
1.75 6.5 4.625
1.76 6.52 4.64
1.77 6.54 4.655
1.78 6.56 4.67
1.79 6.58 4.685
1.8 6.6 4.7
1.81 6.62 4.715
1.82 6.64 4.73
1.83 6.66 4.745
1.84 6.68 4.76
1.85 6.7 4.775
1.86 6.72 4.79
1.87 6.74 4.805
1.88 6.76 4.82
1.89 6.78 4.835
1.9 6.8 4.85
1.91 6.82 4.865
1.92 6.84 4.88
1.93 6.86 4.895
1.94 6.88 4.91
1.95 6.9 4.925
1.96 6.92 4.94
1.97 6.94 4.955
1.98 6.96 4.97
1.99 6.98 4.985
2 7 5
2.01 7.02 5.015
2.02 7.04 5.03
2.03 7.06 5.045
2.04 7.08 5.06
2.05 7.05701 5.05018
2.06 7.03402 5.04036
2.07 7.01103 5.03054
2.08 6.98804 5.02072
2.09 6.96505 5.0109
2.1 6.94206 5.00108
2.11 6.91907 4.99126
2.12 6.89608 4.98144
2.13 6.87309 4.97162
2.14 6.8501 4.96179
2.15 6.82711 4.95197
2.16 6.80412 4.94215
2.17 6.78113 4.93233
2.18 6.75813 4.92251
2.19 6.73514 4.91269
2.2 6.71215 4.90287
2.21 6.68916 4.89305
2.22 6.66617 4.88323
2.23 6.64318 4.87341
2.24 6.62019 4.86359
2.25 6.5972 4.85377
2.26 6.57421 4.84395
2.27 6.55122 4.83413
2.28 6.52823 4.82431
2.29 6.50524 4.81449
2.3 6.48225 4.80467
2.31 6.45926 4.79485
2.32 6.43627 4.78503
2.33 6.41328 4.77521
2.34 6.39029 4.76538
2.35 6.3673 4.75556
2.36 6.34431 4.74574
2.37 6.32132 4.73592
2.38 6.29833 4.7261
2.39 6.27534 4.71628
2.4 6.25235 4.70646
2.41 6.22936 4.69664
2.42 6.20637 4.68682
2.43 6.18338 4.677
2.44 6.16038 4.66718
2.45 6.13739 4.65736
2.46 6.1144 4.64754
2.47 6.09141 4.63772
2.48 6.06842 4.6279
2.49 6.04543 4.61808
2.5 6.02244 4.60826
2.51 5.99945 4.59844
2.52 5.97646 4.58862
2.53 5.95347 4.5788
2.54 5.93048 4.56897
2.55 5.90749 4.55915
2.56 5.8845 4.54933
2.57 5.86151 4.53951
2.58 5.83852 4.52969
2.59 5.81553 4.51987
2.6 5.79254 4.51005
2.61 5.76955 4.50023
2.62 5.74656 4.49041
2.63 5.72357 4.48059
2.64 5.70058 4.47077
2.65 5.67759 4.46095
2.66 5.6546 4.45113
2.67 5.63161 4.44131
2.68 5.60862 4.43149
2.69 5.58563 4.42167
2.7 5.56263 4.41185
2.71 5.53964 4.40203
2.72 5.51665 4.39221
2.73 5.49366 4.38238
2.74 5.47067 4.37256
2.75 5.44768 4.36274
2.76 5.42469 4.35292
2.77 5.4017 4.3431
2.78 5.37871 4.33328
2.79 5.35572 4.32346
2.8 5.33273 4.31364
2.81 5.30974 4.30382
2.82 5.28675 4.294
2.83 5.26376 4.28418
2.84 5.24077 4.27436
2.85 5.21778 4.26454
2.86 5.19479 4.25472
2.87 5.1718 4.2449
2.88 5.14881 4.23508
2.89 5.12582 4.22526
2.9 5.10283 4.21544
2.91 5.07984 4.20562
2.92 5.05685 4.1958
2.93 5.03386 4.18597
2.94 5.01087 4.17615
2.95 4.98788 4.16633
2.96 4.96488 4.15651
2.97 4.94189 4.14669
2.98 4.9189 4.13687
2.99 4.89591 4.12705
3 4.87292 4.11723
3.01 4.84993 4.10741
3.02 4.82694 4.09759
3.03 4.80395 4.08777
3.04 4.78096 4.07795
3.05 4.75797 4.06813
3.06 4.73498 4.05831
3.07 4.71199 4.04849
3.08 4.689 4.03867
3.09 4.66601 4.02885
3.1 4.64302 4.01903
3.11 4.62003 4.00921
3.12 4.59704 3.99939
3.13 4.57405 3.98956
3.14 4.55106 3.97974
3.15 4.52807 3.96992
